TAXON,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,SPECIES,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC
Ribes laxiflorum,"Currant, Gooseberry",Ribes,Ribes laxiflorum,NA,NA,Ribes laxiflorum Pursh,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(S3), ID(SNR), MT(S2?), OR(S2?), UT(S1), WA(SNR)","AB(S2), BC(S5)",
Ribes lobbii,"Currant, Gooseberry",Ribes,Ribes lobbii,NA,NA,Ribes lobbii A.Gray,,Y,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G4,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),
Ribes oxyacanthoides,"Currant, Gooseberry",Ribes,Ribes oxyacanthoides,NA,NA,Ribes oxyacanthoides L.,,Y,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), ID(SNR), MI(S3), MN(SNR), MT(SNR), ND(SNR), NE(S2S4), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S4)","AB(S5), BC(S5), MB(S5), NF(S1), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S5), YT(S4)",
Crataegus coccinioides,Hawthorn,Crataegus,Crataegus coccinioides,NA,NA,Crataegus coccinioides Ashe,,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,GNR,N2,"AR(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MO(SNR), NY(SNR), OH(SNR), PA(SNR)","ON(S2), QC(SNR)",
Ribes oxyacanthoides subsp. irriguum,"Currant, Gooseberry",Ribes,Ribes oxyacanthoides,subsp.,irriguum,Ribes oxyacanthoides subsp. irriguum (Douglas) Q.P.Sinnott,,Y,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,T4,N3,"ID(SNR), MT(S3S4), OR(S3), WA(S2), WY(SNR)",,
Ribes oxyacanthoides var. oxyacanthoides,"Currant, Gooseberry",Ribes,Ribes oxyacanthoides,var.,oxyacanthoides,Ribes oxyacanthoides L. subsp. oxyacanthoides,,Y,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,T5,N5,"MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), SD(SNR), WI(S2), WY(S2)","AB(S5), BC(S5), MB(S5), NF(SNR), NT(SNR), NU(SU), ON(S5), QC(SH), SK(S4), YT(S4)",
Crataegus fluviatilis,Hawthorn,Crataegus,Crataegus fluviatilis,NA,NA,Crataegus fluviatilis Sarg.,,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,G3,N2,"CT(SNR), IL(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NY(SNR), RI(SNR), VT(SU), WI(SNR)","ON(S2), QC(SU)",
Ribes sanguineum,"Currant, Gooseberry",Ribes,Ribes sanguineum,NA,NA,Ribes sanguineum Pursh,,Y,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), ID(S1), OR(SNR), WA(SNR)",BC(S5),
Ribes sanguineum var. sanguineum,"Currant, Gooseberry",Ribes,Ribes sanguineum,var.,sanguineum,Ribes sanguineum var. sanguineum,,Y,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,T5,N5,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S5),
Ribes triste,"Currant, Gooseberry",Ribes,Ribes triste,NA,NA,Ribes triste Pall.,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,Cold Tolerance (AB),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CT(S1), IL(SNR), MA(S3), ME(SNR), MI(SNR), MN(SNR), MT(S2?), ND(SNR), NH(SNR), NJ(SU), NY(S5), OH(S2), OR(SNR), PA(S2), RI(SNA), SD(SNR), VT(S4), WA(SNR), WI(SNR), WV(S1)","AB(S5), BC(S5), LB(S3), MB(S5), NB(S5), NF(S4), NS(S4), NT(SNR), NU(SU), ON(S5), PE(S3S4), QC(S5?), SK(S4), YT(S5)",
Ribes uva-crispa,"Currant, Gooseberry",Ribes,Ribes uva-crispa,NA,NA,Ribes uva-crispa L.,,,Y,Y,Y,fruit,N,Food,,NA,Fruits,,,NA,1,Progenitor,1A,,,,,,,,,,,CANADENSYS 2021,,,NA,NA,NA,NA,
Ribes viscosissimum,"Currant, Gooseberry",Ribes,Ribes viscosissimum,NA,NA,Ribes viscosissimum Pursh,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4S5), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S3), BC(S5)",
Rorippa aquatica,Horseradish,Rorippa,Rorippa aquatica,NA,NA,Rorippa aquatica (Eaton) E.J.Palmer & Steyerm.,,,Y,N,Y,horseradish; condiment,Y,Food,,NA,Herbs and Spices,,,NA,2,NA,NA,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G4,N3,"AL(S1), AR(SNR), FL(SNR), GA(S1?), IA(SX), IL(S3), IN(S1), KS(S1), KY(S1S2), LA(SNR), MA(SNR), MD(S1), ME(SH), MI(S2), MN(SNR), MO(S2), MS(S1), NJ(SH), NY(S2), OH(S1), OK(S1), SC(SNR), TN(S2), TV(SNR), TX(S1), VA(SH), VT(S1), WI(S1)","ON(S3?), QC(S1)",
Rosa acicularis,Rose,Rosa,Rosa acicularis,NA,NA,Rosa acicularis Lindl.,,Y,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CO(SNR), CT(SNR), IA(S2), ID(SNR), IL(S1), KS(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NM(SNR), NY(SNR), RI(SNR), SD(SNR), VT(S1), WI(SNR), WV(S1), WY(S4S5)","AB(S5), BC(S5), MB(S5), NB(S2), NS(S1), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S5), YT(S5)",
Rosa acicularis subsp. sayi,Rose,Rosa,Rosa acicularis,subsp.,sayi,Rosa acicularis subsp. sayi (Schwein.) W.H.Lewis,,Y,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"AK(SNR), CO(SNR), CT(SNR), IA(SNR), ID(SNR), KS(SNR), MA(S1), ME(SH), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NH(S1), NM(SNR), NY(S1), RI(SNR), SD(SNR), VT(S1), WI(SNR), WV(S1), WY(S4S5)","AB(S5), BC(S5), MB(S5), NB(S2), NS(S1), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S5), YT(S5)",
Rosa arkansana,Rose,Rosa,Rosa arkansana,NA,NA,Rosa arkansana Port. & Coult.,,Y,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AR(SNR), CO(SNR), GS(PH), IA(S5), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NY(SNR), OH(SX), OK(SNR), SD(SNR), TX(SNR), WI(SNR), WY(S3S4)","AB(S5), BC(S3?), MB(S4), ON(S1), ON(S1), SK(S5)",
Rosa arkansana var. arkansana,Rose,Rosa,Rosa arkansana,NA,NA,Rosa arkansana var. arkansana,,Y,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T4,NNR,"CO(SNR), IL(SNR), KS(SNR), MN(SNR), ND(SNR), NE(SNR), NM(SNR), SD(SNR), TX(SNR), WI(SNR), WY(SNR)","AB(SNR), BC(SNR), MB(SNR), SK(SNR)",
Rosa blanda,Rose,Rosa,Rosa blanda,NA,NA,Rosa blanda Aiton,,,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CT(SNR), DC(SNR), IA(S5), IL(SNR), IN(SNR), KS(S1), MA(S2S3), MD(S1), ME(S4), MI(SNR), MN(SNR), MO(S1), MS(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(S2), PA(SU), SD(SNR), VA(SU), VT(S5), WI(SNR), WV(S2)","MB(S4S5), NB(S5), NS(S1), NT(SNR), ON(S5), QC(S5), SK(S1S2)",
Rosa carolina,Rose,Rosa,Rosa carolina,NA,NA,Rosa carolina L.,,,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S3), FL(SNR), GA(SNR), GS(P2), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(S4S5), NS(S4S5), ON(S4), PE(S2S3), QC(SNR)",
Rosa gymnocarpa,Rose,Rosa,Rosa gymnocarpa,NA,NA,Rosa gymnocarpa Nutt. ex Torr. & A.Gray,,Y,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), ID(SNR), MT(S4S5), OR(SNR), WA(SNR)",BC(S5),
Rosa gymnocarpa var. gymnocarpa,Rose,Rosa,Rosa gymnocarpa,var.,gymnocarpa,Rosa gymnocarpa var. gymnocarpa,,Y,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"CA(SNR), ID(SNR), MT(SNR), OR(SNR), WA(SNR)",BC(S5),
Rosa nitida,Rose,Rosa,Rosa nitida,NA,NA,Rosa nitida Willd.,,,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CT(SH), MA(SNR), ME(SNR), NH(SNR), RI(SNR), VT(S2)","NB(S5), NF(S4S5), NS(S4S5), ON(SH), PE(S4), QC(S4)",
Rosa nutkana,Rose,Rosa,Rosa nutkana,NA,NA,Rosa nutkana C.Presl,,N,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S5),
Rosa nutkana subsp. macdougalii,Rose,Rosa,Rosa nutkana,subsp.,macdougalii,Rosa nutkana subsp. macdougalii (Holz.) Piper,,N,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S5),
Rosa nutkana subsp. nutkana,Rose,Rosa,Rosa nutkana,subsp.,nutkana,Rosa nutkana subsp. nutkana,,N,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"AK(SNR), CA(SNR), OR(SNR), WA(SNR)",BC(S5),
Rosa palustris,Rose,Rosa,Rosa palustris,NA,NA,Rosa palustris Marshall,,,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P2), IA(SNA), IL(SNR), IN(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(SNR), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(SNR), NS(SNR), ON(SNR), QC(SNR)",
Rosa pisocarpa,Rose,Rosa,Rosa pisocarpa,NA,NA,Rosa pisocarpa A.Gray,,,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N4,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S4S5),
Crataegus formosa,Hawthorn,Crataegus,Crataegus formosa,NA,NA,Crataegus formosa Sarg.,,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,G2,N2,"NY(SNR), OH(SNR), WI(SNR)",ON(S2?),
Rosa virginiana,Rose,Rosa,Rosa virginiana,NA,NA,Rosa virginiana Herrm.,,Y,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AL(SNR), CT(SNR), DC(SNR), DE(SU), GA(SNR), IA(SNR), IL(SNR), KY(SNR), MA(SNR), MD(S4), ME(SNR), MI(SNR), NC(SH), NH(SNR), NJ(SNR), NY(S4), PA(S1), RI(SNR), TN(SH), TV(SNR), VA(SH), VT(SNR), WV(SH)","NB(S5), NF(S4S5), NS(S5), ON(SU), PE(S5), QC(SNR)",
Rosa virginiana subsp. virginiana,Rose,Rosa,Rosa virginiana,var.,virginiana,Rosa virginiana subsp. virginiana,,Y,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,NNR,"AL(SNR), CT(SNR), DE(SNR), GA(SNR), IL(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), NC(SNR), NH(SNR), NJ(S5), NY(SNR), PA(SNR), RI(SNR), TN(SNR), VA(SH), VT(SNR), WV(SH)","NB(S5), NS(S5), ON(SU), PE(S5), QC(S4)",
Rosa woodsii,Rose,Rosa,Rosa woodsii,NA,NA,Rosa woodsii Lindl.,,N,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(S2S3), AZ(S3), CA(SNR), CO(SNR), IA(S3), ID(SNR), KS(SNR), MN(SNR), MT(S5), ND(S4), NE(SNR), NM(S5), NV(SNR), OK(SNR), OR(SNR), SD(SNR), TX(S2), UT(SNR), WA(SNR), WI(SNR), WY(SNR)","AB(S5), BC(SNR), MB(SNR), NT(SNR), SK(SNR), YT(SNR)",
Rosa woodsii subsp. ultramontana,Rose,Rosa,Rosa woodsii,subsp.,ultramontana,Rosa woodsii subsp. ultramontana (S.Watson) Taylor & Mac Bryde,,N,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(SNR)",BC(S5),
Rosa woodsii subsp. woodsii,Rose,Rosa,Rosa woodsii,subsp.,woodsii,Rosa woodsii subsp. woodsii,,N,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"AK(S1S2), AZ(SNR), IA(SNR), KS(S1), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NM(S5), OK(S1), SD(SNR), TX(SNR), WI(SNR), WY(SNR)","AB(S5), BC(S3S4), MB(S4), NT(SNR), QC(SNA), SK(S5), YT(S3S4)",
Rubus ◊paracaulis,"Blackberry, Raspberry",Rubus,Rubus ◊paracaulis,NA,NA,Rubus ◊paracaulis L.H. Bailey,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,GNA,NNA,MI(SNA),"AB(S1), LB(SNA), MB(SNA), NF(SNA), NT(SNA), ON(SNA), QC(SNA), SK(SNA)",
Rubus ◊recurvicaulis,"Blackberry, Raspberry",Rubus,Rubus ◊recurvicaulis,NA,NA,Rubus ◊recurvicaulis Blanchard,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,NA,NA,NA,NA,
Rubus ◊setosus,"Blackberry, Raspberry",Rubus,Rubus ◊setosus,NA,NA,Rubus ◊setosus Bigelow,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,NA,NA,NA,NA,
Rubus allegheniensis,"Blackberry, Raspberry",Rubus,Rubus allegheniensis,NA,NA,Rubus allegheniensis Porter,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),Growth Habit (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AL(S1), AR(SNR), CA(SNR), CT(SNR), DC(SNR), DE(SU), GA(SNR), GS(P4), IA(S5), IL(SNR), IN(SNR), KS(S2), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S5), NE(S3S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(S3), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5)","BC(SNA), NB(SNR), NS(SNR), ON(SNR), PE(SNR), QC(S4S5)",
Rubus arcticus,"Blackberry, Raspberry",Rubus,Rubus arcticus,NA,NA,Rubus arcticus L.,,Y,N,Y,Y,Nagoonberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,High Yield (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AK(S5), CO(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S2), OR(SNR), WA(SNR), WI(SNR), WY(S2)","AB(S5), BC(S5), LB(S5), MB(S5), NF(S3S4), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S4), YT(S5)",
Rubus arcticus subsp. acaulis,"Blackberry, Raspberry",Rubus,Rubus arcticus,subsp.,acaulis,Rubus arcticus subsp. acaulis (Michx.) Focke,,Y,Y,Y,Y,Nagoonberry,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,T5,N5,"AK(SNR), CO(S1), ME(SNR), MI(S1), MN(SNR), MT(SNR), WA(S1), WI(SNR), WY(S2)","AB(S5), BC(S4), LB(S5), MB(S5), NF(S3S4), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S4), YT(S5)",
Rubus arcticus subsp. arcticus,"Blackberry, Raspberry",Rubus,Rubus arcticus,subsp.,arcticus,Rubus arcticus subsp. arcticus,,Y,Y,Y,Y,Nagoonberry,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,NA,NA,NA,NA,
Rubus arcticus subsp. stellatus,"Blackberry, Raspberry",Rubus,Rubus arcticus,subsp.,stellatus,Rubus arcticus subsp. stellatus (Sm.) Boivin,,Y,Y,Y,Y,Nagoonberry,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,T4,N4,AK(S4),"BC(S4), NT(SNR), YT(S2S3)",
Rubus canadensis,"Blackberry, Raspberry",Rubus,Rubus canadensis,NA,NA,Rubus canadensis L.,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"CT(SNR), GA(SNR), GS(P4P5), KY(S1?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S3?), NH(SNR), NJ(S1), NY(S3?), OH(SNR), PA(SNR), SC(SNR), TN(SNR), VA(S4), VT(SNR), WI(SNR), WV(SH)","NB(SNR), NF(SNR), NS(SNR), ON(SNR), PE(SNR), QC(SNR)",
Rubus chamaemorus,"Blackberry, Raspberry",Rubus,Rubus chamaemorus,NA,NA,Rubus chamaemorus L.,,,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), ME(S3S4), MN(S2), NH(S2), NJ(SNR), NY(SX)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S3S4), NF(S5), NS(S4), NT(SNR), NU(SU), ON(S5), PE(S2), QC(S5), SK(S5), YT(S5)",
Rubus flagellaris,"Blackberry, Raspberry",Rubus,Rubus flagellaris,NA,NA,Rubus flagellaris Willd.,,,Y,Y,Y,Northern dewberry,Y,Food,,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,NNR,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(SU), FL(SNR), GA(SNR), GS(P3?), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(S1), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5)","NF(SU), NS(SNR), ON(SNR), QC(S3)",
Rubus idaeus,"Blackberry, Raspberry",Rubus,Rubus idaeus,NA,NA,Rubus idaeus L.,,Y,N,Y,Y,"fruit, shoots, leaves for tea",Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), GS(PNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), NC(S2?), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S2), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(SNR)","AB(S5), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), NU(SNR), ON(SNR), ON(SNR), PE(SNR), QC(SNR), SK(SNR), YT(SNR)",
Rubus idaeus subsp. idaeus,"Blackberry, Raspberry",Rubus,Rubus idaeus,subsp.,idaeus,Rubus idaeus L. subsp. idaeus,,Y,Y,Y,Y,"fruit, shoots, leaves for tea",N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,T5,NNA,"AK(SNR), AR(SNR), CT(SNR), IA(SNA), ID(SNR), IL(SNA), IN(SNA), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(SNA), ND(SNR), NY(SNA), OH(SNR), RI(SNA), SD(SNR), TN(SNR), UT(SNR), VA(SNA), VT(SNR), WA(SNR), WY(SNA)","NB(SNA), NS(SNA), ON(SNA), PE(SNA), QC(SNA)",
